3,win5,sp1,a,wind,(18, 50, 1),97.85424637856855,2,,,(0, 0)
3,ant6,sp2,a,ant,(48, 3, 1),100.5213219080643,2,,,(0, 0)
3,ant7,sp2,a,ant,(46, 40, 1),99.805249233584,2,,,(0, 0)
3,ant8,sp2,a,ant,(49, 38, 1),100.37657516764612,2,,,(0, 0)
3,ant9,sp2,a,ant,(36, 19, 1),100.45544163742152,2,,,(0, 0)
3,ant10,sp2,a,ant,(48, 29, 1),99.49611276604978,2,,,(0, 0)
3,win1,sp1,a,wind,(12, 35, 1),98.99304048814635,2,,,(0, 0)
3,win2,sp1,a,wind,(40, 13, 1),101.2441714290819,2,,,(0, 0)
3,win3,sp1,a,wind,(6, 6, 1),98.64795169261748,2,,,(0, 0)
3,win4,sp1,a,wind,(44, 4, 1),101.05700430684796,2,,,(0, 0)
3,win5,sp1,a,wind,(18, 50, 1),97.85424637856855,2,,,(0, 0)
3,ant6,sp2,a,ant,(48, 3, 1),100.5213219080643,2,,,(0, 0)
3,ant7,sp2,a,ant,(46, 40, 1),99.805249233584,2,,,(0, 0)
3,ant8,sp2,a,ant,(49, 38, 1),100.37657516764612,2,,,(0, 0)
3,ant9,sp2,a,ant,(36, 19, 1),100.45544163742152,2,,,(0, 0)
3,ant10,sp2,a,ant,(48, 29, 1),99.49611276604978,2,,,(0, 0)
3,win1,sp1,a,wind,(12, 40, 1),99.06744502494368,2,,,(0, 0)
3,ant2,sp2,a,ant,(44, 18, 1),100.9590679902563,2,,,(0, 0)
3,win1,sp1,a,wind,(12, 40, 1),99.06744502494368,2,,,(0, 0)
3,ant2,sp2,a,ant,(44, 18, 1),100.9590679902563,2,,,(0, 0)
3,win1,sp1,a,wind,(12, 40, 1),99.06744502494368,2,,,(0, 0)
3,ant2,sp2,a,ant,(44, 18, 1),100.9590679902563,2,,,(0, 0)
3,win1,sp1,a,wind,(12, 40, 1),99.28584689567845,2,,,(0, 0)
3,ant2,sp2,a,ant,(44, 18, 1),101.14628350645799,2,,,(0, 0)
3,win1,sp1,a,wind,(12, 40, 1),99.28584689567845,2,,,(0, 0)
3,ant2,sp2,a,ant,(44, 18, 1),101.14628350645799,2,,,(0, 0)
